customer_id,invoice_id,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_overdue,previous_payments,previous_late_payments,average_payment_delay,payment_failures,communication_count,last_contact_days,discount_used,recovered,customer_segment,customer_lifetime_value,payment_delay,invoice_age,late_payment_ratio,payment_reliability_score,overdue_revenue,recovery_opportunity,overdue_severity,invoice_value_category,payment_behavior_score,communication_effectiveness,customer_value_score,overdue_risk_score,recovery_potential_score,expected_recovery_baseline,recovery_priority_score
CUST1846,INV004871,5000.0,2026-05-24,2026-06-23,2026-06-26,Paid,0,8,0,13,0,6,40,0,1,SMB,4330428,3.0,102,0.0,100.0,0.0,0.0,Current,Small,92.2,0.128,86.61,0.0,82.56,4128.0,4128.0
CUST1798,INV004872,58402.1,2025-10-30,2025-11-29,2025-12-18,Paid,0,23,5,21,1,4,49,0,1,SMB,1693909,19.0,308,0.21739130434782608,78.26,0.0,0.0,Current,Medium,74.53,0.074,33.88,10.52,68.02,39725.11,39725.11
CUST1643,INV004873,10589.49,2025-02-03,2025-03-20,,Overdue,532,1,0,19,1,6,71,1,1,Mid-Market,3417851,532.0,577,0.0,100.0,10589.49,10589.49,Critical,Small,86.6,0.077,68.36,54.0,62.64,6633.26,41922.2
CUST0763,INV004874,8888.41,2025-01-02,2025-02-16,2025-02-24,Paid,0,29,5,10,2,7,9,0,1,SMB,214074,8.0,609,0.1724137931034483,82.76,0.0,0.0,Current,Small,81.38,0.412,4.28,13.17,75.87,6743.64,6743.64
CUST1960,INV004875,21255.3,2025-12-28,2026-02-26,2026-02-26,Paid,0,10,1,5,2,7,43,1,1,Mid-Market,4351828,0.0,249,0.1,90.0,0.0,0.0,Current,Small,88.0,0.137,87.04,11.0,74.39,15811.82,15811.82
CUST1245,INV004876,11565.68,2025-07-14,2025-08-13,,Overdue,386,15,2,20,1,1,62,0,0,Mid-Market,3911774,386.0,416,0.13333333333333333,86.67,11565.68,11565.68,Critical,Small,79.34,0.016,78.24,58.0,54.02,6247.78,30364.21
CUST0379,INV004877,24344.19,2025-11-04,2025-12-04,2025-12-23,Paid,0,10,2,17,1,6,20,0,1,Mid-Market,3014932,19.0,303,0.2,80.0,0.0,0.0,Current,Small,77.8,0.222,60.3,10.0,71.94,17513.21,17513.21
CUST1246,INV004878,17984.76,2025-09-07,2025-11-06,,Overdue,301,26,8,0,0,1,19,1,0,Mid-Market,3683795,301.0,361,0.3076923076923077,69.23,17984.76,17984.76,Critical,Small,84.62,0.048,73.68,59.23,46.38,8341.33,33448.73
CUST1282,INV004879,6634.27,2025-05-27,2025-06-26,2025-06-28,Paid,0,8,3,3,0,5,21,0,1,Mid-Market,2076110,2.0,464,0.375,62.5,0.0,0.0,Current,Small,79.45,0.185,41.52,11.25,62.89,4172.29,4172.29
CUST0713,INV004880,13210.96,2025-12-12,2026-01-11,2026-01-28,Paid,0,21,1,21,1,1,9,0,1,SMB,3194311,17.0,265,0.047619047619047616,95.24,0.0,0.0,Current,Small,83.02,0.091,63.89,5.43,77.78,10275.48,10275.48
CUST1391,INV004881,34294.95,2025-12-14,2026-01-28,,Overdue,218,29,2,0,1,4,61,1,0,SMB,147406,218.0,263,0.06896551724137931,93.1,34294.95,34294.95,Critical,Small,94.55,0.061,2.95,56.07,58.49,20059.12,63788.0
CUST1794,INV004882,22969.4,2025-09-11,2025-10-11,,Overdue,327,2,0,3,1,5,34,0,0,Mid-Market,4353677,327.0,357,0.0,100.0,22969.4,22969.4,Critical,Small,96.2,0.125,87.07,54.0,63.6,14608.54,62378.47
CUST1373,INV004883,20293.53,2026-02-03,2026-03-05,,Overdue,182,18,4,23,0,3,70,0,0,Enterprise,1612518,182.0,212,0.2222222222222222,77.78,20293.53,20293.53,Critical,Small,75.09,0.041,32.25,56.67,50.99,10347.67,29180.43
CUST0225,INV004884,152876.28,2025-11-30,2025-12-30,2025-12-31,Paid,0,2,1,3,0,0,33,0,1,SMB,1810462,1.0,277,0.5,50.0,0.0,0.0,Current,Medium,73.2,0.0,36.21,15.0,52.25,79877.86,79877.86
CUST1738,INV004885,45754.14,2025-06-25,2025-07-25,2025-07-28,Paid,0,25,4,0,1,5,79,0,1,SMB,1373173,3.0,435,0.16,84.0,0.0,0.0,Current,Small,90.0,0.059,27.46,8.8,70.9,32439.69,32439.69
CUST0738,INV004886,51660.11,2025-05-05,2025-06-04,,Overdue,456,21,5,5,1,5,82,1,0,Mid-Market,2149409,456.0,486,0.23809523809523808,76.19,51660.11,51660.11,Critical,Medium,83.1,0.057,42.99,61.14,49.03,25328.95,140828.96
CUST0236,INV004887,18658.02,2026-02-02,2026-03-04,2026-03-04,Paid,0,19,2,5,0,0,87,0,1,Mid-Market,2849250,0.0,213,0.10526315789473684,89.47,0.0,0.0,Current,Small,91.74,0.0,56.99,3.16,74.16,13836.79,13836.79
CUST0183,INV004888,27450.65,2025-05-11,2025-06-10,2025-06-22,Paid,0,22,2,6,1,6,59,0,1,Enterprise,4912894,12.0,480,0.09090909090909091,90.91,0.0,0.0,Current,Small,89.85,0.091,98.26,6.73,75.37,20689.55,20689.55
CUST0712,INV004889,14312.66,2026-07-16,2026-08-15,2026-08-21,Paid,0,9,0,9,1,3,71,0,1,Mid-Market,2191912,6.0,49,0.0,100.0,0.0,0.0,Current,Small,92.6,0.04,43.84,4.0,79.4,11364.25,11364.25
CUST1893,INV004890,47932.53,2026-02-11,2026-03-28,,Overdue,159,27,8,16,0,0,14,0,1,Mid-Market,2165226,159.0,204,0.2962962962962963,70.37,47932.53,47932.53,Critical,Small,75.59,0.0,43.3,58.89,46.06,22077.72,57181.29
CUST1782,INV004891,19724.17,2025-11-30,2025-12-30,,Overdue,247,25,2,25,1,5,78,1,0,Enterprise,3309819,247.0,277,0.08,92.0,19724.17,19724.17,Critical,Small,79.0,0.06,66.2,56.4,57.86,11412.4,39601.03
CUST0444,INV004892,27512.01,2025-01-20,2025-02-19,,Overdue,561,25,5,0,1,3,53,0,0,SMB,3965770,561.0,591,0.2,80.0,27512.01,27512.01,Critical,Small,88.0,0.053,79.32,60.0,51.06,14047.63,92854.83
CUST1889,INV004893,25864.1,2025-07-24,2025-08-23,,Overdue,376,27,8,2,0,3,54,0,0,Mid-Market,3652571,376.0,406,0.2962962962962963,70.37,25864.1,25864.1,Critical,Small,83.98,0.052,73.05,58.89,47.1,12181.99,57986.27
CUST0623,INV004894,21629.93,2025-12-21,2026-01-20,2026-01-31,Paid,0,10,3,21,0,0,84,0,1,SMB,1035132,11.0,256,0.3,70.0,0.0,0.0,Current,Small,72.4,0.0,20.7,9.0,63.35,13702.56,13702.56
CUST1030,INV004895,415894.98,2025-06-22,2025-07-22,,Overdue,408,27,3,28,2,0,44,0,0,Mid-Market,2126198,408.0,438,0.1111111111111111,88.89,415894.98,415894.98,Critical,Large,73.64,0.0,42.52,61.33,53.54,222670.17,1131164.46
CUST1260,INV004896,11309.3,2025-07-08,2025-08-07,2025-08-07,Paid,0,4,0,0,0,7,29,0,1,Mid-Market,2270182,0.0,422,0.0,100.0,0.0,0.0,Current,Small,100.0,0.189,45.4,0.0,83.78,9474.93,9474.93
CUST1151,INV004897,11206.94,2025-01-02,2025-03-03,2025-03-21,Paid,0,21,6,14,0,6,7,0,1,Mid-Market,597219,18.0,609,0.2857142857142857,71.43,0.0,0.0,Current,Small,77.32,0.429,11.94,8.57,72.72,8149.69,8149.69
CUST1128,INV004898,44094.78,2025-06-17,2025-08-16,,Overdue,383,28,6,17,0,0,46,0,0,SMB,903392,383.0,443,0.21428571428571427,78.57,44094.78,44094.78,Critical,Small,79.08,0.0,18.07,56.43,50.61,22316.37,107788.07
CUST0749,INV004899,12146.92,2026-01-03,2026-02-02,,Overdue,213,1,0,11,2,2,69,0,0,Enterprise,1468412,213.0,243,0.0,100.0,12146.92,12146.92,Critical,Small,89.4,0.028,29.37,58.0,60.26,7319.73,22910.75
CUST1939,INV004900,16458.44,2026-06-20,2026-07-05,,Overdue,60,11,2,0,2,0,89,1,0,SMB,3423307,60.0,75,0.18181818181818182,81.82,16458.44,16458.44,Moderate,Small,86.91,0.0,68.47,38.45,58.36,9605.15,15368.24
CUST1504,INV004901,7432.29,2026-08-03,2026-09-02,,Overdue,1,26,3,28,1,4,34,0,1,SMB,4441401,1.0,31,0.11538461538461539,88.46,7432.29,7432.29,Mild,Small,75.43,0.103,88.83,7.88,74.11,5508.07,5563.15
CUST0155,INV004902,36010.21,2026-01-05,2026-01-20,2026-01-20,Paid,0,22,5,0,0,6,46,0,1,Enterprise,338963,0.0,241,0.22727272727272727,77.27,0.0,0.0,Current,Small,88.64,0.113,6.78,6.82,69.64,25077.51,25077.51
CUST0257,INV004903,36470.44,2026-08-19,2026-10-03,,Overdue,0,2,1,0,3,6,19,0,1,Enterprise,1214795,0.0,15,0.5,50.0,36470.44,0.0,Current,Small,69.0,0.231,24.3,27.0,52.67,19208.98,19208.98
CUST0235,INV004904,16071.58,2026-03-13,2026-04-12,,Overdue,144,23,7,15,1,4,30,0,0,SMB,3282244,144.0,174,0.30434782608695654,69.57,16071.58,16071.58,Critical,Small,73.78,0.114,65.65,63.13,46.49,7471.68,18230.9
CUST0500,INV004905,45017.95,2025-07-26,2025-09-09,2025-09-18,Paid,0,4,1,8,1,2,8,0,1,Enterprise,1631420,9.0,404,0.25,75.0,0.0,0.0,Current,Small,80.7,0.182,32.63,11.5,68.36,30774.27,30774.27
CUST0289,INV004906,5000.0,2025-02-18,2025-04-19,,Overdue,502,15,3,20,0,4,86,0,0,SMB,472381,502.0,562,0.2,80.0,5000.0,5000.0,Critical,Small,78.0,0.044,9.45,56.0,52.28,2614.0,15736.28
CUST0510,INV004907,10863.31,2026-06-28,2026-07-28,2026-08-01,Paid,0,20,5,0,0,7,18,0,1,Mid-Market,3127099,4.0,67,0.25,75.0,0.0,0.0,Current,Small,87.5,0.269,62.54,7.5,71.5,7767.27,7767.27
CUST1576,INV004908,18583.34,2025-05-09,2025-06-08,,Overdue,452,25,7,14,1,7,87,0,0,SMB,638574,452.0,482,0.28,72.0,18583.34,18583.34,Critical,Small,75.6,0.074,12.77,62.4,47.04,8741.6,48253.63
CUST1824,INV004909,6820.7,2026-03-23,2026-04-22,,Overdue,134,13,4,30,1,7,60,0,0,Mid-Market,669696,134.0,164,0.3076923076923077,69.23,6820.7,6820.7,Critical,Small,64.62,0.103,13.39,63.23,46.08,3142.98,7354.57
CUST0709,INV004910,5000.0,2025-02-04,2025-03-06,,Overdue,546,1,0,5,1,0,88,0,0,SMB,805612,546.0,576,0.0,100.0,5000.0,5000.0,Critical,Small,95.0,0.0,16.11,54.0,61.1,3055.0,19735.3
CUST0785,INV004911,16189.27,2025-07-18,2025-09-16,,Overdue,352,22,7,19,0,2,44,1,0,SMB,3030248,352.0,412,0.3181818181818182,68.18,16189.27,16189.27,Critical,Small,72.69,0.043,60.61,59.55,45.7,7398.5,33441.22
CUST0894,INV004912,44091.4,2025-03-18,2025-04-17,2025-05-10,Paid,0,2,0,18,0,5,52,0,1,SMB,1399590,23.0,534,0.0,100.0,0.0,0.0,Current,Small,89.2,0.086,27.99,0.0,81.72,36031.49,36031.49
CUST0776,INV004913,79388.47,2026-01-04,2026-02-03,,Overdue,212,6,3,10,0,1,80,1,1,SMB,3968949,212.0,242,0.5,50.0,79388.47,79388.47,Critical,Medium,69.0,0.012,79.38,65.0,34.99,27778.03,86667.45
CUST1593,INV004914,12742.68,2026-06-10,2026-07-25,2026-08-31,Paid,0,7,1,29,0,5,8,0,1,SMB,556453,37.0,85,0.14285714285714285,85.71,0.0,0.0,Current,Small,75.46,0.357,11.13,4.29,79.21,10093.48,10093.48
CUST0298,INV004915,45853.91,2025-12-15,2026-01-14,,Overdue,232,19,5,12,0,1,13,1,1,SMB,362023,232.0,262,0.2631578947368421,73.68,45853.91,45853.91,Critical,Small,79.64,0.067,7.24,57.89,49.23,22573.88,74945.28
CUST1634,INV004916,41628.57,2026-05-21,2026-06-20,,Overdue,75,4,0,6,2,3,42,0,1,Mid-Market,468829,75.0,105,0.0,100.0,41628.57,41628.57,Severe,Small,92.4,0.065,9.38,39.25,67.56,28124.26,49217.45
CUST0137,INV004917,74504.01,2025-08-26,2025-09-25,,Overdue,343,18,4,13,2,6,78,0,0,Mid-Market,329215,343.0,373,0.2222222222222222,77.78,74504.01,74504.01,Critical,Medium,77.09,0.071,6.58,64.67,48.79,36350.51,161032.76
CUST0376,INV004918,15518.82,2025-10-07,2025-11-21,2025-11-23,Paid,0,23,8,0,3,0,20,0,1,SMB,3395647,2.0,331,0.34782608695652173,65.22,0.0,0.0,Current,Small,76.61,0.0,67.91,22.43,56.5,8768.13,8768.13
CUST0087,INV004919,5000.0,2026-07-31,2026-08-30,2026-08-30,Paid,0,9,1,0,0,3,35,0,1,Mid-Market,638158,0.0,34,0.1111111111111111,88.89,0.0,0.0,Current,Small,94.44,0.077,12.76,3.33,75.38,3769.0,3769.0
CUST1443,INV004920,23627.96,2026-03-08,2026-04-22,2026-05-09,Paid,0,21,5,11,1,7,72,1,1,Mid-Market,3500087,17.0,179,0.23809523809523808,76.19,0.0,0.0,Current,Small,79.5,0.088,70.0,11.14,67.15,15866.18,15866.18
CUST1778,INV004921,7992.08,2025-05-18,2025-06-17,,Overdue,443,11,3,17,1,1,66,0,0,SMB,4822945,443.0,473,0.2727272727272727,72.73,7992.08,7992.08,Critical,Small,74.17,0.015,96.46,62.18,46.27,3697.94,20079.81
CUST1223,INV004922,10683.92,2025-09-26,2025-10-26,2025-11-05,Paid,0,5,0,1,1,4,87,0,1,SMB,4235224,10.0,342,0.0,100.0,0.0,0.0,Current,Small,97.4,0.043,84.7,4.0,79.46,8489.44,8489.44
CUST1487,INV004923,16297.73,2025-07-20,2025-08-19,,Overdue,380,25,8,0,1,7,49,0,0,SMB,3099316,380.0,410,0.32,68.0,16297.73,16297.73,Critical,Small,82.0,0.123,61.99,63.6,45.8,7464.36,35828.93
CUST0437,INV004924,15694.61,2025-05-22,2025-07-21,,Overdue,409,24,13,6,0,2,66,0,0,SMB,4952059,409.0,469,0.5416666666666666,45.83,15694.61,15694.61,Critical,Small,69.32,0.029,99.04,66.25,33.02,5182.36,26378.21
CUST1334,INV004925,25376.0,2025-12-21,2026-01-05,2026-01-11,Paid,0,1,0,10,3,6,69,0,1,Enterprise,1408126,6.0,256,0.0,100.0,0.0,0.0,Current,Small,88.0,0.079,28.16,12.0,77.38,19635.95,19635.95
CUST1620,INV004926,44496.08,2026-08-01,2026-08-31,,Overdue,3,2,1,31,0,1,89,0,0,Mid-Market,1972967,3.0,33,0.5,50.0,44496.08,44496.08,Mild,Small,56.4,0.011,39.46,16.25,52.03,23151.31,23845.85
CUST1778,INV004927,15248.93,2025-11-25,2026-01-24,,Overdue,222,23,4,17,1,3,1,0,0,SMB,4822945,222.0,282,0.17391304347826086,82.61,15248.93,15248.93,Critical,Small,79.1,0.6,96.46,59.22,63.45,9675.45,31154.95
CUST1305,INV004928,32718.55,2026-07-13,2026-09-11,2026-09-28,Paid,0,3,2,18,0,4,51,0,1,Mid-Market,3850315,17.0,52,0.6666666666666666,33.33,0.0,0.0,Current,Small,55.86,0.071,77.01,20.0,44.42,14533.58,14533.58
CUST1347,INV004929,22355.24,2025-08-19,2025-10-03,,Overdue,335,22,5,28,1,2,86,1,0,SMB,1039336,335.0,380,0.22727272727272727,77.27,22355.24,22355.24,Critical,Small,69.83,0.022,20.79,60.82,48.92,10936.18,47572.38
CUST0764,INV004930,56133.86,2025-11-04,2025-11-19,,Overdue,288,17,8,32,1,5,71,0,0,Mid-Market,2620466,288.0,303,0.47058823529411764,52.94,56133.86,56133.86,Critical,Medium,55.27,0.065,52.41,68.12,36.28,20365.36,79017.6
CUST0702,INV004931,18240.65,2025-05-26,2025-06-25,,Overdue,435,24,3,21,2,4,54,0,0,SMB,4129441,435.0,465,0.125,87.5,18240.65,18240.65,Critical,Small,77.15,0.068,82.59,61.75,54.12,9871.84,52814.34
CUST1975,INV004932,20354.83,2025-06-01,2025-07-01,,Overdue,429,2,1,21,0,7,87,1,0,SMB,4511213,429.0,459,0.5,50.0,20354.83,20354.83,Critical,Small,62.4,0.074,90.22,65.0,36.23,7374.55,39011.37
CUST0942,INV004933,15147.63,2025-05-20,2025-07-04,2025-07-05,Paid,0,1,0,5,1,1,88,0,1,Mid-Market,4370614,1.0,471,0.0,100.0,0.0,0.0,Current,Small,95.0,0.011,87.41,4.0,78.82,11939.36,11939.36
CUST0152,INV004934,18727.56,2025-01-21,2025-02-05,2025-02-17,Paid,0,2,0,9,1,7,26,0,1,SMB,4002255,12.0,590,0.0,100.0,0.0,0.0,Current,Small,92.6,0.206,80.05,4.0,82.72,15491.44,15491.44
CUST1326,INV004935,10061.91,2025-09-11,2025-10-11,2025-10-11,Paid,0,8,3,5,0,4,78,0,1,SMB,1365823,0.0,357,0.375,62.5,0.0,0.0,Current,Small,78.25,0.048,27.32,11.25,60.15,6052.24,6052.24
CUST1302,INV004936,9112.5,2025-03-05,2025-04-04,,Overdue,517,13,4,19,0,7,22,1,0,Enterprise,1496250,517.0,547,0.3076923076923077,69.23,9112.5,9112.5,Critical,Small,73.22,0.233,29.93,59.23,50.08,4563.54,28157.04
CUST1675,INV004937,47847.08,2025-08-06,2025-09-05,,Overdue,363,26,9,17,1,4,49,0,0,Mid-Market,875782,363.0,393,0.34615384615384615,65.38,47847.08,47847.08,Critical,Small,70.49,0.074,17.52,64.38,43.37,20751.28,96078.43
CUST1712,INV004938,7456.18,2025-03-13,2025-04-27,2025-05-16,Paid,0,14,2,25,2,7,46,0,1,SMB,1856210,19.0,539,0.14285714285714285,85.71,0.0,0.0,Current,Small,73.85,0.13,37.12,12.29,71.87,5358.76,5358.76
CUST1032,INV004939,16008.61,2025-06-11,2025-07-26,,Overdue,404,21,8,22,0,3,17,1,0,Mid-Market,3331941,404.0,449,0.38095238095238093,61.9,16008.61,16008.61,Critical,Small,67.75,0.143,66.64,61.43,44.21,7077.41,35670.15
CUST0807,INV004940,60799.86,2025-05-10,2025-06-24,2025-07-01,Paid,0,12,3,8,1,4,60,0,1,Enterprise,2822605,7.0,481,0.25,75.0,0.0,0.0,Current,Medium,80.7,0.062,56.45,11.5,65.96,40103.59,40103.59
CUST0235,INV004941,15479.92,2026-08-04,2026-09-03,,Overdue,0,9,2,16,1,2,85,1,1,SMB,3282244,0.0,30,0.2222222222222222,77.78,15479.92,0.0,Current,Small,77.29,0.023,65.65,10.67,66.73,10329.75,10329.75
CUST0675,INV004942,50450.12,2025-08-13,2025-10-12,,Overdue,326,28,3,31,0,1,8,0,0,SMB,1858286,326.0,386,0.10714285714285714,89.29,50450.12,50450.12,Critical,Medium,76.04,0.1,37.17,53.21,58.56,29543.59,125855.69
CUST0561,INV004943,12197.11,2026-08-03,2026-09-02,,Overdue,1,19,6,11,0,0,61,0,1,Mid-Market,4087106,1.0,31,0.3157894736842105,68.42,12197.11,12197.11,Mild,Small,77.61,0.0,81.74,9.89,62.33,7602.46,7678.48
CUST1326,INV004944,7698.93,2026-03-30,2026-04-29,2026-05-14,Paid,0,24,8,13,2,4,61,1,1,SMB,1365823,15.0,157,0.3333333333333333,66.67,0.0,0.0,Current,Small,71.54,0.061,27.32,18.0,59.92,4613.2,4613.2
CUST0038,INV004945,5000.0,2026-01-19,2026-02-18,,Overdue,197,20,7,10,0,5,2,0,0,SMB,2930593,197.0,227,0.35,65.0,5000.0,5000.0,Critical,Small,76.5,0.625,58.61,60.5,55.58,2779.0,8253.63
CUST1160,INV004946,81856.59,2025-04-17,2025-05-02,,Overdue,489,7,2,14,2,7,48,0,0,SMB,2376729,489.0,504,0.2857142857142857,71.43,81856.59,81856.59,Critical,Medium,73.32,0.125,47.53,66.57,46.34,37932.34,223421.48
CUST0822,INV004947,7066.56,2025-04-13,2025-04-28,,Overdue,493,26,11,15,0,6,46,0,0,SMB,4993772,493.0,508,0.4230769230769231,57.69,7066.56,7066.56,Critical,Small,69.84,0.113,99.88,62.69,41.28,2917.08,17298.28
CUST0421,INV004948,46499.02,2025-05-21,2025-06-20,,Overdue,440,10,4,22,0,1,61,1,0,Mid-Market,3358505,440.0,470,0.4,60.0,46499.02,46499.02,Critical,Small,66.8,0.016,67.17,62.0,40.62,18887.9,101994.66
CUST1243,INV004949,8103.51,2026-07-31,2026-09-29,,Overdue,0,24,9,7,2,4,6,0,1,Mid-Market,2406632,0.0,34,0.375,62.5,8103.51,0.0,Current,Small,73.05,0.364,48.13,19.25,63.67,5159.5,5159.5
CUST0348,INV004950,82238.92,2025-05-14,2025-07-13,2025-07-27,Paid,0,3,1,15,0,4,13,1,1,SMB,1419277,14.0,477,0.3333333333333333,66.67,0.0,0.0,Current,Medium,74.34,0.222,28.39,10.0,65.94,54228.34,54228.34
CUST1832,INV004951,200142.07,2025-07-18,2025-08-17,2025-08-17,Paid,0,19,6,0,0,5,29,0,1,Mid-Market,4451913,0.0,412,0.3157894736842105,68.42,0.0,0.0,Current,Large,84.21,0.143,89.04,9.47,65.33,130752.81,130752.81
CUST1570,INV004952,5000.0,2026-05-25,2026-06-24,,Overdue,71,17,3,0,0,3,63,0,0,SMB,3699279,71.0,101,0.17647058823529413,82.35,5000.0,5000.0,Severe,Small,91.18,0.045,73.99,34.88,60.75,3037.5,5194.12
CUST1888,INV004953,7444.6,2025-03-20,2025-04-19,,Overdue,502,8,2,22,0,1,46,0,0,SMB,3426910,502.0,532,0.25,75.0,7444.6,7444.6,Critical,Small,74.3,0.021,68.54,57.5,49.04,3650.83,21978.0
CUST1103,INV004954,47721.24,2026-04-27,2026-05-27,2026-05-30,Paid,0,18,3,0,0,2,34,0,1,Enterprise,313625,3.0,129,0.16666666666666666,83.33,0.0,0.0,Current,Small,91.66,0.054,6.27,5.0,71.83,34278.17,34278.17
CUST0748,INV004955,36792.27,2026-05-27,2026-06-26,2026-07-18,Paid,0,7,0,17,0,0,84,0,1,Mid-Market,551590,22.0,99,0.0,100.0,0.0,0.0,Current,Small,89.8,0.0,11.03,0.0,80.0,29433.82,29433.82
CUST1919,INV004956,47902.45,2025-09-07,2025-09-22,,Overdue,346,27,7,3,2,4,15,1,0,SMB,3338210,346.0,361,0.25925925925925924,74.07,47902.45,47902.45,Critical,Small,81.24,0.2,66.76,65.78,49.31,23620.7,105348.32
CUST0273,INV004957,12409.83,2026-08-22,2026-10-06,2026-10-06,Paid,0,7,3,0,0,1,74,0,1,Enterprise,4369453,0.0,12,0.42857142857142855,57.14,0.0,0.0,Current,Small,78.57,0.013,87.39,12.86,56.47,7007.83,7007.83
CUST1185,INV004958,160738.51,2026-08-23,2026-09-22,2026-10-15,Paid,0,23,3,16,0,1,24,1,1,SMB,3001720,23.0,11,0.13043478260869565,86.96,0.0,0.0,Current,Medium,83.88,0.038,60.03,3.91,73.52,118174.95,118174.95
CUST1711,INV004959,24786.38,2026-04-28,2026-05-28,,Overdue,98,20,3,35,0,4,82,0,1,SMB,2559907,98.0,128,0.15,85.0,24786.38,24786.38,Critical,Small,71.5,0.046,51.2,45.33,58.3,14450.46,28611.91
CUST1902,INV004960,6522.66,2025-06-21,2025-08-05,2025-08-10,Paid,0,23,3,17,0,0,3,1,1,SMB,4882094,5.0,439,0.13043478260869565,86.96,0.0,0.0,Current,Small,83.28,0.0,97.64,3.91,72.76,4745.89,4745.89
CUST0308,INV004961,17100.3,2025-01-17,2025-03-03,2025-03-08,Paid,0,26,7,8,1,6,28,0,1,SMB,1600184,5.0,594,0.2692307692307692,73.08,0.0,0.0,Current,Small,79.74,0.171,32.0,12.08,67.08,11470.88,11470.88
CUST1398,INV004962,6610.62,2025-10-21,2025-11-20,,Overdue,287,16,2,5,1,7,50,0,0,SMB,4848793,287.0,317,0.125,87.5,6610.62,6610.62,Critical,Small,88.75,0.121,96.98,57.75,56.58,3740.29,14474.92
CUST0976,INV004963,108113.98,2026-01-29,2026-02-13,2026-02-13,Paid,0,15,2,3,3,4,76,1,1,SMB,3369151,0.0,217,0.13333333333333333,86.67,0.0,0.0,Current,Medium,85.54,0.049,67.38,16.0,69.38,75009.48,75009.48
CUST0733,INV004964,11380.64,2026-05-13,2026-07-12,2026-07-23,Paid,0,14,2,10,1,7,16,0,1,Mid-Market,4725112,11.0,113,0.14285714285714285,85.71,0.0,0.0,Current,Small,84.85,0.292,94.5,8.29,76.51,8707.33,8707.33
CUST1033,INV004965,36043.56,2025-08-07,2025-09-21,,Overdue,347,16,3,21,1,0,49,1,0,SMB,2700324,347.0,392,0.1875,81.25,36043.56,36043.56,Critical,Small,76.03,0.0,54.01,59.62,50.7,18274.08,81685.14
CUST1825,INV004966,13757.33,2025-08-22,2025-09-21,,Overdue,347,27,7,13,0,7,42,1,0,Mid-Market,4122250,347.0,377,0.25925925925925924,74.07,13757.33,13757.33,Critical,Small,79.24,0.14,82.45,57.78,50.91,7003.86,31307.25
CUST0444,INV004967,11903.8,2026-01-25,2026-02-24,,Overdue,191,24,2,10,0,1,3,0,0,SMB,3965770,191.0,221,0.08333333333333333,91.67,11903.8,11903.8,Critical,Small,89.84,0.2,79.32,52.5,61.88,7366.07,21435.26
CUST1137,INV004968,5000.0,2025-09-05,2025-10-05,,Overdue,333,9,3,0,0,6,33,0,0,Enterprise,1707888,333.0,363,0.3333333333333333,66.67,5000.0,5000.0,Critical,Small,83.34,0.15,34.16,60.0,47.0,2350.0,10175.5
CUST1229,INV004969,40061.64,2025-02-21,2025-03-23,2025-03-25,Paid,0,23,5,0,0,4,88,0,1,Enterprise,314237,2.0,559,0.21739130434782608,78.26,0.0,0.0,Current,Small,89.13,0.043,6.28,6.52,68.8,27562.41,27562.41
CUST0405,INV004970,80755.49,2025-01-15,2025-02-14,,Overdue,566,22,4,1,2,7,1,0,0,SMB,906626,566.0,596,0.18181818181818182,81.82,80755.49,80755.49,Critical,Medium,86.31,0.778,18.13,63.45,65.17,52628.35,350504.81
CUST1722,INV004971,8813.43,2025-11-20,2025-12-20,2025-12-24,Paid,0,21,6,8,1,1,51,0,1,SMB,2434775,4.0,287,0.2857142857142857,71.43,0.0,0.0,Current,Small,78.92,0.019,48.7,12.57,63.12,5563.04,5563.04
CUST0853,INV004972,5000.0,2026-03-17,2026-05-01,,Overdue,125,10,2,11,1,4,78,1,0,SMB,3013944,125.0,170,0.2,80.0,5000.0,5000.0,Critical,Small,81.4,0.048,60.28,60.0,50.96,2548.0,5733.0
CUST1221,INV004973,49183.63,2025-04-22,2025-05-22,,Overdue,469,15,5,29,2,4,9,0,0,Enterprise,3143510,469.0,499,0.3333333333333333,66.67,49183.63,49183.63,Critical,Small,61.94,0.286,62.87,68.0,46.92,23076.96,131307.9
CUST0778,INV004974,5000.0,2025-01-07,2025-01-22,,Overdue,589,26,12,14,1,2,16,0,0,Mid-Market,1761952,589.0,604,0.46153846153846156,53.85,5000.0,5000.0,Critical,Small,66.53,0.105,35.24,67.85,37.58,1879.0,12946.31
CUST1798,INV004975,74572.94,2026-07-17,2026-08-01,2026-08-06,Paid,0,23,7,8,1,3,73,1,1,SMB,1693909,5.0,48,0.30434782608695654,69.57,0.0,0.0,Current,Medium,77.98,0.039,33.88,13.13,62.49,46600.63,46600.63
CUST1784,INV004976,8916.02,2025-09-02,2025-10-02,,Overdue,336,10,3,20,0,4,76,1,0,Mid-Market,374934,336.0,366,0.3,70.0,8916.02,8916.02,Critical,Small,73.0,0.049,7.5,59.0,46.83,4175.37,18204.61
CUST0115,INV004977,7307.87,2026-03-24,2026-04-23,,Overdue,133,2,0,22,2,5,31,0,1,Mid-Market,4513158,133.0,163,0.0,100.0,7307.87,7307.87,Critical,Small,82.8,0.135,90.26,58.0,62.4,4560.11,10625.06
