customer_id,total_invoices,total_invoice_value,average_invoice_value,average_days_overdue,maximum_days_overdue,total_previous_payments,total_previous_late_payments,average_payment_delay,total_payment_failures,total_communications,average_last_contact_days,payment_reliability_score,payment_behavior_score,customer_value_score,customer_lifetime_value,recovery_rate,late_payment_rate,payment_failure_rate,communication_per_invoice,cluster,customer_segment,recommended_strategy,customer_priority_score
CUST0158,6,191156.45,31859.408333333336,66.5,308,86,29,9.666666666666666,6,21,38.5,69.665,77.03333333333333,67.02,3351017.0,0.8333333333333334,0.3372093023255814,1.0,3.5,1,Valuable but Risky,Priority human intervention,7460883.49
CUST1283,2,45887.11,22943.555,87.5,175,26,7,13.5,1,11,62.0,72.5,77.15,62.69,3134562.0,0.5,0.2692307692307692,0.5,5.5,1,Valuable but Risky,Priority human intervention,7459654.76
CUST1562,9,196759.73,21862.192222222224,61.0,426,178,39,12.0,9,27,51.22222222222222,80.19111111111111,80.89444444444445,75.97,3798294.0,0.7777777777777778,0.21910112359550563,1.0,3.0,0,Valuable but Risky,Priority human intervention,7455112.22
CUST0707,3,113333.2,37777.73333333333,84.33333333333333,253,36,7,17.0,3,11,58.333333333333336,88.89,82.24666666666667,67.51,3375495.0,0.6666666666666666,0.19444444444444445,1.0,3.6666666666666665,1,Valuable but Risky,Priority human intervention,7432027.37
CUST1189,6,172075.59,28679.265,119.83333333333333,251,92,26,8.333333333333334,3,22,57.333333333333336,70.97,79.48666666666666,52.70000000000001,2635171.0,0.5,0.2826086956521739,0.5,3.6666666666666665,1,Valuable but Risky,Priority human intervention,7430131.97
CUST0716,8,186379.03999999998,23297.379999999997,195.125,550,102,29,9.75,8,29,35.0,69.4625,76.88375,39.14,1956862.0,0.5,0.28431372549019607,1.0,3.625,2,High-Risk Customer,Frequent follow-up and payment assistance,7417154.47
CUST0021,5,131501.55,26300.309999999998,86.0,430,83,20,10.8,1,21,44.8,74.17999999999999,80.214,64.26,3212801.0,0.8,0.24096385542168675,0.2,4.2,1,Valuable but Risky,Priority human intervention,7415764.04
CUST1223,6,95461.91,15910.318333333335,60.166666666666664,196,33,3,7.333333333333333,4,21,56.666666666666664,93.055,90.79333333333334,84.7,4235224.0,0.8333333333333334,0.09090909090909091,0.6666666666666666,3.5,1,Valuable but Risky,Priority human intervention,7400091.39
CUST0882,6,293196.72,48866.119999999995,60.833333333333336,365,74,19,11.333333333333334,6,22,29.333333333333332,67.93166666666666,75.16666666666667,73.22,3660954.0,0.8333333333333334,0.25675675675675674,1.0,3.6666666666666665,0,Valuable but Risky,Priority human intervention,7399826.95
CUST1484,3,64766.18,21588.726666666666,46.666666666666664,140,63,15,5.333333333333333,1,8,40.333333333333336,76.26,84.26333333333334,81.48,4074227.0,0.6666666666666666,0.23809523809523808,0.3333333333333333,2.6666666666666665,1,Valuable but Risky,Priority human intervention,7398278.87
CUST1696,4,70604.05,17651.0125,27.5,110,60,13,18.5,3,4,50.5,74.3675,74.5825,95.14,4756797.0,0.75,0.21666666666666667,0.75,1.0,1,Valuable but Risky,Priority human intervention,7378981.35
CUST1468,5,142613.88,28522.776,57.6,240,44,4,9.6,6,11,43.0,95.604,89.644,85.79,4289399.0,0.6,0.09090909090909091,1.2,2.2,1,Valuable but Risky,Priority human intervention,7374646.72
CUST1301,3,173648.35,57882.78333333333,105.0,315,74,16,14.666666666666666,1,9,80.66666666666667,78.96,80.01333333333334,59.07,2953609.0,0.6666666666666666,0.21621621621621623,0.3333333333333333,3.0,1,Valuable but Risky,Priority human intervention,7364065.68
CUST0367,5,144006.55,28801.309999999998,113.8,318,80,20,13.4,0,13,32.8,71.73400000000001,77.828,55.09000000000001,2754716.0,0.6,0.25,0.0,2.6,1,Valuable but Risky,Priority human intervention,7361978.51
CUST0314,5,203039.74,40607.948,212.6,560,68,13,16.0,4,18,55.8,88.428,83.014,39.5,1974914.0,0.2,0.19117647058823528,0.8,3.6,2,High-Risk Customer,Frequent follow-up and payment assistance,7353824.62
CUST0649,7,269240.95,38462.99285714286,185.28571428571428,537,128,33,10.428571428571429,9,27,46.142857142857146,80.11857142857143,81.23,40.99,2049284.0,0.2857142857142857,0.2578125,1.2857142857142858,3.857142857142857,2,High-Risk Customer,Frequent follow-up and payment assistance,7353567.45
CUST1903,3,610434.0,203478.0,123.33333333333333,370,58,14,18.666666666666668,3,16,60.666666666666664,73.0,73.3,52.99,2649327.0,0.6666666666666666,0.2413793103448276,1.0,5.333333333333333,0,Valuable but Risky,Priority human intervention,7345030.72
CUST1313,6,187463.65,31243.941666666666,240.16666666666666,582,51,13,16.666666666666668,4,17,61.833333333333336,81.94500000000001,79.64,34.41,1720357.0,0.3333333333333333,0.2549019607843137,0.6666666666666666,2.8333333333333335,2,High-Risk Customer,Frequent follow-up and payment assistance,7343788.0
CUST1144,6,182590.69,30431.781666666666,24.666666666666668,116,106,26,11.666666666666666,4,21,40.666666666666664,75.84,79.58666666666666,94.56,4728083.0,0.6666666666666666,0.24528301886792453,0.6666666666666666,3.5,1,Valuable but Risky,Priority human intervention,7340125.83
CUST0891,7,270685.3,38669.32857142857,98.28571428571429,294,98,25,18.428571428571427,9,24,36.714285714285715,76.48,74.61428571428571,58.98,2949033.0,0.5714285714285714,0.25510204081632654,1.2857142857142858,3.4285714285714284,0,Valuable but Risky,Priority human intervention,7339223.18
CUST1748,4,103676.87,25919.2175,126.5,506,47,9,8.5,3,2,33.0,84.905,85.85249999999999,54.34,2716981.0,0.75,0.19148936170212766,0.75,0.5,1,Valuable but Risky,Priority human intervention,7332380.21
CUST0264,4,180873.65000000002,45218.412500000006,87.25,349,63,11,7.25,2,14,49.75,84.1675,86.735,66.67,3333616.0,0.75,0.1746031746031746,0.5,3.5,1,Valuable but Risky,Priority human intervention,7332103.19
CUST0233,6,259371.43,43228.57166666666,117.66666666666667,405,97,28,10.5,5,15,71.83333333333333,71.24,77.65666666666667,52.25,2612605.0,0.6666666666666666,0.28865979381443296,0.8333333333333334,2.5,0,Valuable but Risky,Priority human intervention,7328312.13
CUST1408,4,115778.34,28944.585,114.5,458,35,6,8.5,2,9,35.0,85.235,86.515,58.33,2916457.0,0.75,0.17142857142857143,0.5,2.25,1,Valuable but Risky,Priority human intervention,7328223.17
CUST0209,3,20672.75,6890.916666666667,70.33333333333333,197,45,11,19.666666666666668,3,16,15.333333333333334,82.14333333333333,77.27333333333333,68.96,3448147.0,0.6666666666666666,0.24444444444444444,1.0,5.333333333333333,1,Valuable but Risky,Priority human intervention,7309049.97
CUST0865,5,135224.16999999998,27044.833999999995,119.2,296,65,17,16.8,3,19,40.8,76.978,77.20599999999999,52.85,2642316.0,0.4,0.26153846153846155,0.6,3.8,0,Valuable but Risky,Priority human intervention,7306776.11
CUST0088,8,239416.14,29927.0175,127.375,320,138,27,10.875,4,24,51.625,78.01625,81.485,53.61,2680723.0,0.375,0.1956521739130435,0.5,3.0,0,Valuable but Risky,Priority human intervention,7287851.43
CUST0968,3,48926.45,16308.816666666666,229.66666666666666,519,44,9,11.0,1,9,40.0,84.44333333333333,84.95333333333333,36.68,1834006.0,0.3333333333333333,0.20454545454545456,0.3333333333333333,3.0,2,High-Risk Customer,Frequent follow-up and payment assistance,7282810.04
CUST0675,6,288292.31,48048.71833333333,215.5,326,91,22,17.333333333333332,5,16,42.833333333333336,66.14666666666666,71.00666666666666,37.17,1858286.0,0.16666666666666666,0.24175824175824176,0.8333333333333334,2.6666666666666665,3,High-Risk Customer,Frequent follow-up and payment assistance,7280294.87
CUST0449,5,281112.55,56222.509999999995,204.8,373,78,22,17.2,5,10,63.4,71.34200000000001,73.352,37.25,1862375.0,0.4,0.28205128205128205,1.0,2.0,3,High-Risk Customer,Frequent follow-up and payment assistance,7277588.46
CUST0221,8,333635.54000000004,41704.442500000005,203.25,545,106,25,16.0,6,36,31.625,78.33375,78.06625,38.78,1938806.0,0.375,0.2358490566037736,0.75,4.5,2,High-Risk Customer,Frequent follow-up and payment assistance,7266087.02
CUST1227,5,285973.58999999997,57194.71799999999,120.2,493,85,22,15.6,3,21,33.2,73.988,76.436,52.35,2617587.0,0.6,0.25882352941176473,0.6,4.2,0,Valuable but Risky,Priority human intervention,7255766.39
CUST1265,4,62373.34,15593.335,166.0,476,68,16,14.5,4,9,62.25,75.6,77.1,44.15,2207280.0,0.5,0.23529411764705882,1.0,2.25,2,High-Risk Customer,Frequent follow-up and payment assistance,7252862.4
CUST1311,4,79270.76000000001,19817.690000000002,215.25,485,79,17,5.5,3,10,31.0,79.82249999999999,85.1125,37.85,1892360.0,0.5,0.21518987341772153,0.75,2.5,2,High-Risk Customer,Frequent follow-up and payment assistance,7249415.57
CUST0335,3,112515.98,37505.32666666667,106.66666666666667,265,38,4,16.333333333333332,3,6,48.333333333333336,93.15333333333332,84.77666666666666,63.44,3171881.0,0.3333333333333333,0.10526315789473684,1.0,2.0,1,Valuable but Risky,Priority human intervention,7245243.97
CUST1833,5,80784.96,16156.992000000002,191.0,550,58,12,11.2,4,19,47.2,83.982,83.672,41.26,2062755.0,0.6,0.20689655172413793,0.8,3.8,2,High-Risk Customer,Frequent follow-up and payment assistance,7244537.82
CUST1192,6,141884.13999999998,23647.356666666663,113.0,465,88,18,13.5,3,13,48.833333333333336,82.41333333333334,82.105,56.37,2818705.0,0.6666666666666666,0.20454545454545456,0.5,2.1666666666666665,0,Valuable but Risky,Priority human intervention,7231900.17
CUST1112,7,354273.47,50610.49571428571,119.42857142857143,481,87,26,8.428571428571429,5,34,45.285714285714285,65.63000000000001,76.33,50.74,2537111.0,0.5714285714285714,0.2988505747126437,0.7142857142857143,4.857142857142857,0,Valuable but Risky,Priority human intervention,7230891.33
CUST0499,4,368118.55,92029.6375,86.75,347,63,18,5.75,5,14,46.0,72.9425,80.5225,60.2,3010033.0,0.75,0.2857142857142857,1.25,3.5,0,Valuable but Risky,Priority human intervention,7227304.24
CUST1364,4,95184.59,23796.1475,181.75,412,74,21,16.75,2,13,46.25,70.1875,74.045,39.96,1998061.0,0.5,0.28378378378378377,0.5,3.25,3,High-Risk Customer,Frequent follow-up and payment assistance,7227108.14
CUST0961,2,28558.61,14279.305,250.0,500,36,5,17.0,3,8,61.5,87.03999999999999,80.32,36.21,1810511.0,0.5,0.1388888888888889,1.5,4.0,2,High-Risk Customer,Frequent follow-up and payment assistance,7216898.01
CUST0259,10,481850.23,48185.023,125.8,548,88,15,12.0,6,33,43.4,80.453,81.828,54.56,2727747.0,0.7,0.17045454545454544,0.6,3.3,0,Valuable but Risky,Priority human intervention,7209125.35
CUST0894,7,270559.64,38651.37714285714,286.7142857142857,568,100,33,10.714285714285714,5,22,57.714285714285715,71.64571428571428,77.96571428571428,27.99,1399590.0,0.2857142857142857,0.33,0.7142857142857143,3.142857142857143,2,High-Risk Customer,Frequent follow-up and payment assistance,7198511.25
CUST0418,3,74857.24,24952.413333333334,225.0,455,35,8,16.0,1,10,56.333333333333336,86.94333333333333,83.20666666666666,36.05,1802374.0,0.3333333333333333,0.22857142857142856,0.3333333333333333,3.3333333333333335,2,High-Risk Customer,Frequent follow-up and payment assistance,7196621.9
CUST0732,8,273809.99,34226.24875,133.125,527,105,21,13.0,9,31,33.375,72.19875,76.05,51.32,2565967.0,0.5,0.2,1.125,3.875,0,Valuable but Risky,Priority human intervention,7178292.68
CUST1474,2,74364.94,37182.47,181.0,184,38,8,21.0,2,2,49.5,79.25999999999999,75.025,42.19,2109385.0,0.5,0.21052631578947367,1.0,1.0,3,High-Risk Customer,Frequent follow-up and payment assistance,7175239.61
CUST1314,4,414933.15,103733.2875,92.25,273,77,20,9.0,5,19,39.5,72.2225,78.2075,59.25,2962511.0,0.75,0.2597402597402597,1.25,4.75,0,Valuable but Risky,Priority human intervention,7174759.19
CUST0759,4,131641.18,32910.295,133.0,485,67,18,12.5,5,21,44.5,77.6325,78.815,48.52,2426219.0,0.75,0.26865671641791045,1.25,5.25,2,High-Risk Customer,Frequent follow-up and payment assistance,7171830.94
CUST0377,4,111793.03,27948.2575,41.0,164,70,20,9.25,3,14,31.75,67.875,76.885,79.01,3950379.0,1.0,0.2857142857142857,0.75,3.5,1,Valuable but Risky,Priority human intervention,7161472.79
CUST0185,2,138980.74,69490.37,183.0,366,19,3,16.5,0,9,44.0,91.175,85.685,43.62,2181018.0,0.5,0.15789473684210525,0.0,4.5,2,High-Risk Customer,Frequent follow-up and payment assistance,7146851.61
CUST1934,7,190032.41,27147.487142857142,143.28571428571428,560,114,27,9.285714285714286,4,17,31.571428571428573,77.41999999999999,81.99571428571429,47.46999999999999,2373724.0,0.7142857142857143,0.23684210526315788,0.5714285714285714,2.4285714285714284,2,High-Risk Customer,Frequent follow-up and payment assistance,7142678.3
CUST0439,8,470783.98000000004,58847.997500000005,159.375,417,99,23,11.25,9,33,58.875,69.3075,75.65375,44.59,2229431.0,0.375,0.23232323232323232,1.125,4.125,2,High-Risk Customer,Frequent follow-up and payment assistance,7126015.88
CUST0023,4,71647.11,17911.7775,240.75,429,53,14,9.0,3,10,27.5,68.78999999999999,77.4925,33.07,1653546.0,0.25,0.2641509433962264,0.75,2.5,3,High-Risk Customer,Frequent follow-up and payment assistance,7122805.39
CUST0506,7,175782.25,25111.75,105.42857142857143,384,125,29,9.714285714285714,1,25,52.285714285714285,73.56714285714285,80.66714285714285,56.24,2812081.0,0.7142857142857143,0.232,0.14285714285714285,3.5714285714285716,0,Valuable but Risky,Priority human intervention,7117039.56
CUST1729,5,372445.04000000004,74489.008,259.2,543,55,13,13.2,5,20,41.0,79.55,79.854,32.04,1601899.0,0.4,0.23636363636363636,1.0,4.0,2,High-Risk Customer,Frequent follow-up and payment assistance,7114062.58
CUST1208,5,314929.41000000003,62985.882000000005,149.8,356,100,22,9.6,4,12,36.8,79.09200000000001,82.19,46.68,2333785.0,0.4,0.22,0.8,2.4,2,High-Risk Customer,Frequent follow-up and payment assistance,7112349.81
CUST1308,3,89616.83,29872.27666666667,147.66666666666666,443,65,16,0.0,2,15,31.0,78.41333333333334,87.87333333333333,46.04999999999999,2302641.0,0.6666666666666666,0.24615384615384617,0.6666666666666666,5.0,1,High-Risk Customer,Frequent follow-up and payment assistance,7106658.63
CUST0911,4,565925.62,141481.405,115.0,460,47,13,16.25,5,24,25.0,81.25,78.375,51.71,2585610.0,0.75,0.2765957446808511,1.25,6.0,0,Valuable but Risky,Priority human intervention,7096674.26
CUST0107,3,167890.71000000002,55963.57000000001,140.33333333333334,421,57,16,11.666666666666666,1,6,35.333333333333336,71.28,77.97333333333334,46.09,2304614.0,0.6666666666666666,0.2807017543859649,0.3333333333333333,2.0,2,High-Risk Customer,Frequent follow-up and payment assistance,7093494.07
CUST0235,8,280159.53,35019.94125,71.0,188,133,35,15.125,9,32,50.75,77.505,77.4275,65.65,3282244.0,0.625,0.2631578947368421,1.125,4.0,0,Valuable but Risky,Priority human intervention,7089647.04
CUST0917,8,210582.19,26322.77375,229.5,504,130,23,11.375,3,18,40.5,84.26375,84.5575,36.46,1823055.0,0.5,0.17692307692307693,0.375,2.25,2,High-Risk Customer,Frequent follow-up and payment assistance,7069737.17
CUST1974,10,610337.08,61033.708,128.2,545,159,27,11.4,9,36,59.0,85.003,83.863,52.96,2648133.0,0.6,0.16981132075471697,0.9,3.6,0,Valuable but Risky,Priority human intervention,7069216.03
CUST0520,9,397870.11,44207.79,113.0,469,96,22,11.0,7,29,36.55555555555556,81.63111111111112,82.6588888888889,53.96,2698202.0,0.6666666666666666,0.22916666666666666,0.7777777777777778,3.2222222222222223,0,Valuable but Risky,Priority human intervention,7064230.11
CUST1963,4,143596.54,35899.135,33.0,132,32,7,15.0,5,18,47.5,79.1675,78.08500000000001,87.16,4358080.0,0.75,0.21875,1.25,4.5,1,Valuable but Risky,Priority human intervention,7064175.3
CUST0796,2,72809.0,36404.5,159.0,281,39,8,28.0,2,6,38.0,79.81,71.11,45.23,2261549.0,0.0,0.20512820512820512,1.0,3.0,3,High-Risk Customer,Frequent follow-up and payment assistance,7058932.3
CUST1728,6,210060.35,35010.058333333334,110.66666666666667,419,86,23,12.666666666666666,3,24,45.5,70.13166666666666,76.46666666666667,52.85999999999999,2642806.0,0.5,0.26744186046511625,0.5,4.0,0,Valuable but Risky,Priority human intervention,7056496.89
CUST1294,6,145266.25,24211.041666666668,186.66666666666666,384,123,25,9.666666666666666,6,21,50.666666666666664,79.04166666666667,81.72166666666666,40.9,2045141.0,0.3333333333333333,0.2032520325203252,1.0,3.5,2,High-Risk Customer,Frequent follow-up and payment assistance,7054350.85
CUST1102,6,87890.66,14648.443333333335,179.33333333333334,345,79,25,17.0,7,19,32.0,75.86833333333334,75.39999999999999,38.35,1917306.0,0.3333333333333333,0.31645569620253167,1.1666666666666667,3.1666666666666665,3,High-Risk Customer,Frequent follow-up and payment assistance,7050508.54
CUST0603,4,185916.25,46479.0625,106.25,306,72,12,9.5,3,7,36.5,82.1775,83.88749999999999,58.57,2928350.0,0.5,0.16666666666666666,0.75,1.75,1,Valuable but Risky,Priority human intervention,7046342.19
CUST1205,6,123460.1,20576.683333333334,55.333333333333336,332,86,18,15.333333333333334,4,22,43.0,80.57333333333334,79.75333333333333,74.98,3749100.0,0.8333333333333334,0.20930232558139536,0.6666666666666666,3.6666666666666665,1,Valuable but Risky,Priority human intervention,7042495.44
CUST1916,5,111803.19,22360.638,229.8,566,43,12,14.4,6,17,42.0,71.454,74.688,33.29,1664694.0,0.4,0.27906976744186046,1.2,3.4,3,High-Risk Customer,Frequent follow-up and payment assistance,7022298.71
CUST0480,4,143662.82,35915.705,133.75,535,49,9,10.5,1,7,42.75,85.655,86.03,50.61,2530252.0,0.75,0.1836734693877551,0.25,1.75,2,Valuable but Risky,Priority human intervention,7000794.18
CUST1448,7,174795.65,24970.807142857142,220.0,491,135,33,11.142857142857142,4,16,43.0,72.26285714285714,78.30428571428571,35.13,1756517.0,0.42857142857142855,0.24444444444444444,0.5714285714285714,2.2857142857142856,2,High-Risk Customer,Frequent follow-up and payment assistance,6994841.03
CUST0761,6,201383.51,33563.918333333335,32.333333333333336,194,82,13,11.666666666666666,3,26,52.666666666666664,71.62,77.80833333333334,91.21999999999998,4560784.0,0.8333333333333334,0.15853658536585366,0.5,4.333333333333333,1,Valuable but Risky,Priority human intervention,6992275.14
CUST1684,4,183816.56,45954.14,71.0,142,95,27,10.0,5,21,41.25,71.7975,77.39750000000001,63.63,3181603.0,0.75,0.28421052631578947,1.25,5.25,1,Valuable but Risky,Priority human intervention,6986800.19
CUST0032,5,108835.75,21767.15,95.0,461,62,22,11.6,7,18,54.8,64.884,72.67999999999999,52.85,2642631.0,0.8,0.3548387096774194,1.4,3.6,3,Valuable but Risky,Priority human intervention,6981660.61
CUST1813,2,39072.44,19536.22,260.0,311,40,12,8.5,2,4,44.5,70.66499999999999,78.22999999999999,29.81,1490351.0,0.0,0.3,1.0,2.0,3,High-Risk Customer,Frequent follow-up and payment assistance,6974842.68
CUST1985,5,97505.58,19501.116,66.0,330,65,10,13.0,2,22,31.8,88.03200000000001,85.418,72.81,3640437.0,0.8,0.15384615384615385,0.4,4.4,1,Valuable but Risky,Priority human intervention,6972837.02
CUST1945,6,296782.8,49463.799999999996,173.0,558,99,23,13.833333333333334,2,26,33.5,74.84,78.45333333333333,41.44,2071835.0,0.6666666666666666,0.23232323232323232,0.3333333333333333,4.333333333333333,2,High-Risk Customer,Frequent follow-up and payment assistance,6970155.2
CUST0573,5,300533.52,60106.704000000005,194.4,560,59,12,12.8,5,15,21.0,77.592,79.116,39.34,1967043.0,0.6,0.2033898305084746,1.0,3.0,2,High-Risk Customer,Frequent follow-up and payment assistance,6968799.93
CUST1839,3,92697.59,30899.196666666667,225.66666666666666,445,49,14,10.333333333333334,3,16,65.66666666666667,75.80666666666666,79.7,33.28,1664099.0,0.3333333333333333,0.2857142857142857,1.0,5.333333333333333,2,High-Risk Customer,Frequent follow-up and payment assistance,6967820.24
CUST1653,3,287791.85,95930.61666666665,170.66666666666666,292,49,14,9.0,3,9,53.666666666666664,69.43333333333334,77.31666666666666,40.0,1999902.0,0.3333333333333333,0.2857142857142857,1.0,3.0,2,High-Risk Customer,Frequent follow-up and payment assistance,6959658.96
CUST1834,4,128084.01000000001,32021.002500000002,13.5,54,54,19,8.0,1,11,52.25,74.045,81.7225,90.55,4527310.0,0.75,0.35185185185185186,0.25,2.75,1,Valuable but Risky,Priority human intervention,6946486.48
CUST1831,3,246517.63,82172.54333333333,139.0,417,50,11,7.0,4,11,30.666666666666668,75.55666666666667,80.91333333333334,47.63,2381348.0,0.6666666666666666,0.22,1.3333333333333333,3.6666666666666665,2,High-Risk Customer,Frequent follow-up and payment assistance,6943534.5
CUST1689,2,28172.79,14086.395,26.0,52,21,6,6.5,3,10,52.5,61.84,74.02,85.51,4275389.0,0.5,0.2857142857142857,1.5,5.0,1,Valuable but Risky,Priority human intervention,6926130.18
CUST0780,5,304548.13,60909.626000000004,82.2,411,60,17,11.4,4,26,35.2,74.322,78.724,59.15999999999999,2958056.0,0.8,0.2833333333333333,0.8,5.2,0,Valuable but Risky,Priority human intervention,6916625.14
CUST1387,3,34417.32,11472.44,165.0,309,70,21,15.0,5,5,47.0,69.69333333333333,72.51333333333334,40.14,2006874.0,0.3333333333333333,0.3,1.6666666666666667,1.6666666666666667,3,High-Risk Customer,Frequent follow-up and payment assistance,6913680.93
CUST1091,5,137337.85,27467.57,90.4,452,59,9,9.2,2,20,39.4,67.962,77.66,63.010000000000005,3150498.0,0.8,0.15254237288135594,0.4,4.0,1,Valuable but Risky,Priority human intervention,6913580.97
CUST1579,8,430049.25,53756.15625,188.0,548,131,34,16.25,4,29,57.25,75.76375,77.13125,38.0,1899916.0,0.5,0.2595419847328244,0.5,3.625,2,High-Risk Customer,Frequent follow-up and payment assistance,6891909.03
CUST0398,6,229135.4,38189.23333333333,127.66666666666667,353,91,20,17.0,5,26,47.333333333333336,77.64333333333333,76.95333333333333,49.60999999999999,2480721.0,0.5,0.21978021978021978,0.8333333333333334,4.333333333333333,2,High-Risk Customer,Frequent follow-up and payment assistance,6889044.0
CUST1194,6,349661.57,58276.92833333334,94.83333333333333,466,114,24,13.166666666666666,6,22,32.833333333333336,78.65833333333333,79.42999999999999,58.32,2916069.0,0.8333333333333334,0.21052631578947367,1.0,3.6666666666666665,0,Valuable but Risky,Priority human intervention,6877574.32
CUST0669,2,146957.8,73478.9,107.5,215,27,5,7.5,0,13,8.5,90.38499999999999,90.69,55.86,2792974.0,0.5,0.18518518518518517,0.0,6.5,1,Valuable but Risky,Priority human intervention,6868647.17
CUST0318,5,205216.13,41043.226,96.6,467,114,27,9.2,4,22,39.8,76.866,81.312,56.40999999999999,2820374.0,0.8,0.23684210526315788,0.8,4.4,0,Valuable but Risky,Priority human intervention,6858110.48
CUST1198,3,40549.29,13516.43,369.6666666666667,578,31,10,11.333333333333334,2,10,34.0,66.66666666666667,75.2,22.05,1102425.0,0.3333333333333333,0.3225806451612903,0.6666666666666666,3.3333333333333335,3,High-Risk Customer,Frequent follow-up and payment assistance,6847955.9
CUST1376,3,31327.71,10442.57,83.66666666666667,201,63,21,16.333333333333332,5,14,25.333333333333332,64.36666666666667,69.04666666666667,55.9,2794804.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,4.666666666666667,3,Valuable but Risky,Priority human intervention,6844164.46
CUST1178,7,169644.29,24234.898571428574,150.71428571428572,427,94,21,17.571428571428573,6,24,47.42857142857143,78.66714285714285,77.07571428571428,44.46999999999999,2223513.0,0.5714285714285714,0.22340425531914893,0.8571428571428571,3.4285714285714284,2,High-Risk Customer,Frequent follow-up and payment assistance,6820068.56
CUST0597,7,187926.62,26846.66,268.42857142857144,569,119,25,16.142857142857142,6,36,54.42857142857143,81.36428571428571,79.28428571428572,30.580000000000002,1528768.0,0.42857142857142855,0.21008403361344538,0.8571428571428571,5.142857142857143,2,High-Risk Customer,Frequent follow-up and payment assistance,6815699.22
CUST1812,4,134488.97999999998,33622.244999999995,142.5,488,68,11,9.25,3,10,58.75,85.3575,85.63,48.36,2417893.0,0.75,0.16176470588235295,0.75,2.5,2,High-Risk Customer,Frequent follow-up and payment assistance,6811880.17
CUST0442,7,119610.31999999999,17087.18857142857,120.57142857142857,377,104,20,9.142857142857142,7,19,52.142857142857146,85.7242857142857,85.37571428571428,51.76,2588143.0,0.42857142857142855,0.19230769230769232,1.0,2.7142857142857144,2,Valuable but Risky,Priority human intervention,6806531.68
CUST1818,7,296944.84,42420.69142857143,211.57142857142858,569,106,18,15.285714285714286,3,23,37.857142857142854,82.83857142857143,81.39,37.339999999999996,1866760.0,0.5714285714285714,0.16981132075471697,0.42857142857142855,3.2857142857142856,2,High-Risk Customer,Frequent follow-up and payment assistance,6803962.82
CUST1661,9,144458.68,16050.964444444444,182.77777777777777,585,189,62,12.555555555555555,9,39,40.44444444444444,67.0788888888889,74.00666666666666,36.23,1811369.0,0.4444444444444444,0.328042328042328,1.0,4.333333333333333,3,High-Risk Customer,Frequent follow-up and payment assistance,6802430.69
CUST1148,2,48191.75,24095.875,263.0,526,19,3,8.0,2,12,66.5,83.89,85.145,32.36,1618146.0,0.5,0.15789473684210525,1.0,6.0,2,High-Risk Customer,Frequent follow-up and payment assistance,6801323.13
CUST0845,6,108199.88,18033.313333333335,114.5,506,83,21,14.833333333333334,4,21,43.833333333333336,81.12333333333333,80.32833333333333,50.56,2527748.0,0.8333333333333334,0.25301204819277107,0.6666666666666666,3.5,2,Valuable but Risky,Priority human intervention,6793855.71
CUST1819,6,347041.13,57840.18833333333,163.0,504,54,11,9.0,8,17,50.166666666666664,81.00166666666667,82.43333333333334,42.82,2141013.0,0.5,0.2037037037037037,1.3333333333333333,2.8333333333333335,2,High-Risk Customer,Frequent follow-up and payment assistance,6777892.08
CUST0797,4,186350.62,46587.655,122.75,491,67,18,8.5,2,13,72.25,72.21000000000001,80.0075,47.91,2395704.0,0.75,0.26865671641791045,0.5,3.25,2,High-Risk Customer,Frequent follow-up and payment assistance,6770098.6
CUST0010,3,98613.85,32871.28333333333,121.66666666666667,365,42,14,5.333333333333333,4,12,57.0,62.626666666666665,75.44333333333333,45.76,2288057.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,4.0,3,High-Risk Customer,Frequent follow-up and payment assistance,6762479.58
CUST0292,4,63167.83,15791.9575,90.5,189,56,17,10.25,2,16,67.75,69.3625,77.535,54.43,2721252.0,0.75,0.30357142857142855,0.5,4.0,1,Valuable but Risky,Priority human intervention,6757694.81
CUST1306,4,66930.02,16732.505,66.0,264,70,19,9.5,2,14,49.5,67.025,76.815,64.03,3201396.0,0.75,0.2714285714285714,0.5,3.5,1,Valuable but Risky,Priority human intervention,6756774.93
CUST0671,3,43480.18,14493.393333333333,315.6666666666667,537,36,8,1.0,2,3,45.666666666666664,78.33333333333333,87.23333333333333,26.58,1329180.0,0.3333333333333333,0.2222222222222222,0.6666666666666666,1.0,2,High-Risk Customer,Frequent follow-up and payment assistance,6752726.69
CUST0220,3,95771.23999999999,31923.746666666662,256.0,539,28,7,22.0,1,13,28.333333333333332,82.57666666666667,77.42333333333333,30.31,1515744.0,0.3333333333333333,0.25,0.3333333333333333,4.333333333333333,2,High-Risk Customer,Frequent follow-up and payment assistance,6745060.8
CUST1622,1,12355.25,12355.25,237.0,237,13,2,2.0,0,6,66.0,84.62,91.11,34.69,1734449.0,0.0,0.15384615384615385,0.0,6.0,1,High-Risk Customer,Frequent follow-up and payment assistance,6744338.23
CUST1450,7,171024.25,24432.035714285714,80.85714285714286,434,139,23,9.142857142857142,5,38,53.142857142857146,83.55285714285715,84.86142857142856,63.96999999999999,3198491.0,0.7142857142857143,0.16546762589928057,0.7142857142857143,5.428571428571429,0,Valuable but Risky,Priority human intervention,6741879.92
