customer_id,invoice_id,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_overdue,previous_payments,previous_late_payments,average_payment_delay,payment_failures,communication_count,last_contact_days,discount_used,recovered,customer_segment,customer_lifetime_value,payment_delay,invoice_age,late_payment_ratio,payment_reliability_score,overdue_revenue,recovery_opportunity,overdue_severity,invoice_value_category,payment_behavior_score,communication_effectiveness,customer_value_score,overdue_risk_score,recovery_potential_score,expected_recovery_baseline,recovery_priority_score,recovery_probability,recovery_probability_percent,expected_recovery,overdue_status,overdue_invoice,risk_level,urgency_score,recovery_value_score,priority_score,normalized_priority,priority_category,recommended_action,potential_loss
CUST0110,INV005729,51802.26,2025-10-14,2025-11-28,,Overdue,279,19,6,12,0,5,2,0,0,SMB,1324634,279.0,324,0.3157894736842105,68.42,51802.26,True,Critical,Medium,77.01,0.625,26.49,59.47,57.47,29770.76,112831.18,0.04035678636913112,4.04,2090.5727402581865,180+ Days,True,Critical,100,0.8950228120087389,4181.145480516373,1.2786040171553414,Critical,Escalate to human recovery team,49711.68725974182
CUST1585,INV005730,34450.08,2025-07-05,2025-08-04,,Overdue,395,15,5,16,0,0,79,0,0,Enterprise,4093763,395.0,425,0.3333333333333333,66.67,34450.08,True,Critical,Small,73.74,0.0,81.88,60.0,44.0,15158.04,75032.3,0.039966039093912914,4.0,1376.8332440684276,180+ Days,True,Critical,100,0.5894543337540359,2753.666488136855,0.8420776196486228,Critical,Escalate to human recovery team,33073.24675593158
CUST1665,INV005731,12151.16,2025-10-11,2025-11-25,,Overdue,282,9,3,20,1,1,66,1,0,Enterprise,1908997,282.0,327,0.3333333333333333,66.67,12151.16,True,Critical,Small,69.34,0.015,38.18,64.0,42.9,5212.85,19913.09,0.02875570560765057,2.88,349.41517975145933,180+ Days,True,Critical,100,0.14959276504345276,698.8303595029187,0.2137039500620754,Critical,Escalate to human recovery team,11801.744820248541
CUST0585,INV005732,22943.69,2026-05-31,2026-06-15,,Overdue,80,29,5,35,2,6,27,0,1,Mid-Market,1003692,80.0,95,0.1724137931034483,82.76,22943.69,True,Severe,Small,66.38,0.176,20.07,46.51,59.48,13646.91,24564.44,0.6098788323148852,60.99,13992.870866194706,61-90 Days,True,Medium,60,5.990673459747701,22388.593385911532,6.8464839539973745,Medium,Send urgent payment reminder,8950.819133805293
CUST0340,INV005733,7517.66,2025-08-25,2025-10-24,,Overdue,314,29,7,0,1,2,21,0,0,SMB,1403324,314.0,374,0.2413793103448276,75.86,7517.66,True,Critical,Small,85.93,0.083,28.07,61.24,49.36,3710.72,15362.38,0.03611927767831493,3.61,271.53244903116104,180+ Days,True,Critical,100,0.11624935664925741,543.0648980623221,0.1660705094989392,Critical,Escalate to human recovery team,7246.1275509688385
CUST1589,INV005734,21974.91,2025-01-18,2025-02-17,,Overdue,563,14,4,11,0,1,89,0,0,SMB,164589,563.0,593,0.2857142857142857,71.43,21974.91,True,Critical,Small,79.12,0.011,3.29,58.57,46.86,10297.44,68272.03,0.0594222902329052,5.94,1305.7994798619707,180+ Days,True,Critical,100,0.5590431272155937,2611.5989597239413,0.7986330388794196,Critical,Escalate to human recovery team,20669.11052013803
CUST0979,INV005735,412635.65,2026-02-18,2026-04-19,2026-05-13,Paid,0,19,4,17,0,0,5,0,1,SMB,3682632,24.0,197,0.2105263157894736,78.95,0.0,False,Current,Large,79.28,0.0,73.65,6.32,68.32,281912.68,281912.68,0.9918296955605357,99.18,409264.2911169238,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,3371.358883076231
CUST0356,INV005736,139497.41,2025-01-09,2025-02-08,,Overdue,572,8,3,2,2,1,65,1,0,Mid-Market,535757,572.0,602,0.375,62.5,139497.41,True,Critical,Medium,76.05,0.015,10.72,69.25,39.19,54669.03,367375.88,0.04176010716512485,4.18,5825.426790857359,180+ Days,True,Critical,100,2.494000695168483,11650.853581714719,3.5628581359549756,Critical,Escalate to human recovery team,133671.98320914264
CUST1916,INV005737,23216.58,2026-02-24,2026-04-10,,Overdue,146,12,4,18,0,4,25,0,0,Mid-Market,1664694,146.0,191,0.3333333333333333,66.67,23216.58,True,Critical,Small,72.54,0.133,33.29,60.0,46.66,10832.86,26648.84,0.13828045410645154,13.83,3210.399225198761,91-180 Days,True,Critical,80,1.3744465747951962,5778.71860535777,1.7671455961652525,Critical,Escalate to human recovery team,20006.18077480124
CUST0168,INV005738,25852.02,2025-01-29,2025-02-28,2025-03-16,Paid,0,17,2,15,2,6,25,0,1,SMB,1256123,16.0,582,0.1176470588235294,88.24,0.0,False,Current,Small,81.12,0.188,25.12,11.53,74.43,19241.66,19241.66,0.9998729333505554,99.99,25848.735070437226,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,3.284929562774778
CUST0557,INV005739,8270.37,2025-12-14,2026-01-13,,Overdue,233,12,2,8,1,0,48,1,0,SMB,391207,233.0,263,0.1666666666666666,83.33,8270.37,True,Critical,Small,84.86,0.0,7.82,59.0,51.85,4288.19,14279.67,0.04818809984215564,4.82,398.5334152915688,180+ Days,True,Critical,100,0.17062142405513922,797.0668305831376,0.24374489150734177,Critical,Escalate to human recovery team,7871.836584708432
CUST1476,INV005740,9879.44,2026-07-30,2026-08-14,2026-08-14,Paid,0,15,3,0,0,7,11,0,1,Mid-Market,2417322,0.0,35,0.2,80.0,0.0,False,Current,Small,90.0,0.368,48.35,6.0,76.26,7534.06,7534.06,0.9718090216138243,97.18,9600.92892049248,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,278.51107950751975
CUST0905,INV005741,31640.22,2026-03-26,2026-04-25,2026-05-09,Paid,0,5,2,11,3,2,19,0,1,SMB,1148657,14.0,161,0.4,60.0,0.0,False,Current,Small,67.4,0.091,22.97,24.0,55.42,17535.01,17535.01,0.9958824723941467,99.59,31509.94052069473,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,130.2794793052708
CUST0105,INV005742,13031.27,2026-01-15,2026-01-30,2026-02-13,Paid,0,2,0,16,1,6,18,0,1,Enterprise,3653110,14.0,231,0.0,100.0,0.0,False,Current,Small,88.4,0.24,73.06,4.0,83.4,10868.08,10868.08,1.0,100.0,13031.27,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.0
CUST0150,INV005743,54401.64,2026-01-01,2026-01-31,2026-02-02,Paid,0,20,6,0,1,5,7,1,1,SMB,4638645,2.0,245,0.3,70.0,0.0,False,Current,Medium,83.0,0.385,92.77,13.0,69.65,37890.74,37890.74,0.9979485895808128,99.79,54290.039908883125,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,111.60009111687395
CUST0146,INV005744,105840.2,2025-08-15,2025-09-14,2025-09-23,Paid,0,18,2,9,2,0,87,0,1,SMB,4276156,9.0,384,0.1111111111111111,88.89,0.0,False,Current,Medium,85.04,0.0,85.52,11.33,71.04,75188.88,75188.88,0.9868527012668504,98.69,104448.6872726237,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,1391.5127273762919
CUST0716,INV005745,30718.51,2025-04-28,2025-06-12,2025-06-17,Paid,0,3,1,9,2,5,4,0,1,Enterprise,1956862,5.0,493,0.3333333333333333,66.67,0.0,False,Current,Small,73.94,0.5,39.14,18.0,68.7,21103.62,21103.62,0.9997972752309274,99.98,30712.282597153993,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,6.227402846005134
CUST0874,INV005746,24385.33,2026-02-16,2026-04-17,,Overdue,139,5,0,21,1,3,21,0,0,SMB,2971989,139.0,199,0.0,100.0,24385.33,True,Critical,Small,85.4,0.12,59.44,54.0,63.5,15484.68,37008.39,0.1538777533603412,15.39,3752.3597953505296,91-180 Days,True,Critical,80,1.6064724996310806,6754.247631630953,2.0654646423828185,Critical,Escalate to human recovery team,20632.97020464947
CUST0299,INV005747,5000.0,2025-12-22,2026-01-21,2026-01-21,Paid,0,2,1,1,2,5,41,0,1,Mid-Market,3255599,0.0,255,0.5,50.0,0.0,False,Current,Small,70.4,0.106,65.11,23.0,51.57,2578.5,2578.5,0.9753426566798962,97.53,4876.713283399481,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,123.28671660051896
CUST1191,INV005748,46518.73,2025-09-11,2025-10-11,2025-11-02,Paid,0,9,2,17,0,4,77,1,1,SMB,339134,22.0,357,0.2222222222222222,77.78,0.0,False,Current,Small,78.69,0.049,6.78,6.67,68.65,31935.11,31935.11,0.9997523799063863,99.98,46507.21102772262,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,11.518972277386638
CUST1737,INV005749,7018.67,2026-06-27,2026-07-27,,Overdue,38,24,6,18,0,2,6,0,0,SMB,3693327,38.0,68,0.25,75.0,7018.67,True,Moderate,Small,76.7,0.222,73.87,23.33,65.02,4563.54,6297.69,0.2490475865237538,24.9,1747.9828241066753,31-60 Days,True,Medium,40,0.7483521010523264,2447.1759537493454,0.7483521010523265,Medium,Send personalized payment reminder,5270.687175893325
CUST0646,INV005750,14501.26,2026-03-20,2026-05-04,2026-05-07,Paid,0,5,1,14,0,0,77,0,1,Enterprise,1913462,3.0,167,0.2,80.0,0.0,False,Current,Small,81.6,0.0,38.27,6.0,68.9,9991.37,9991.37,0.9954677959514963,99.55,14435.537330719595,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,65.72266928040517
CUST0723,INV005751,57502.05,2025-03-22,2025-05-21,,Overdue,470,27,9,21,0,4,63,1,0,SMB,3032410,470.0,530,0.3333333333333333,66.67,57502.05,True,Critical,Medium,70.74,0.059,60.65,60.0,45.18,25979.43,148082.75,0.0328659543284383,3.29,1889.8597490915756,180+ Days,True,Critical,100,0.8090929123686817,3779.7194981831512,1.1558470176695455,Critical,Escalate to human recovery team,55612.190250908425
CUST1072,INV005752,61682.66,2025-02-15,2025-04-16,,Overdue,505,17,5,32,0,6,18,0,0,SMB,2118671,505.0,565,0.2941176470588235,70.59,61682.66,True,Critical,Medium,66.1,0.24,42.37,58.82,50.98,31445.82,190247.21,0.02970111030216888,2.97,1832.0434883911803,180+ Days,True,Critical,100,0.7843404264898564,3664.0869767823606,1.1204863235569378,Critical,Escalate to human recovery team,59850.61651160882
CUST0638,INV005753,13814.75,2025-02-18,2025-04-19,,Overdue,502,21,7,22,0,6,27,0,0,SMB,1633214,502.0,562,0.3333333333333333,66.67,13814.75,True,Critical,Small,70.14,0.176,32.66,60.0,47.52,6564.77,39519.92,0.03009150871794775,3.01,415.70667006126865,180+ Days,True,Critical,100,0.17797369383237785,831.4133401225373,0.2542481340462541,Critical,Escalate to human recovery team,13399.043329938731
CUST0239,INV005754,14633.73,2026-03-25,2026-05-24,,Overdue,102,20,3,8,0,7,87,1,0,Mid-Market,2942371,102.0,162,0.15,85.0,14633.73,True,Critical,Small,87.7,0.074,58.85,47.0,58.28,8528.54,17227.65,0.43307165198491954,43.31,6337.453625801277,91-180 Days,True,High,80,2.7132112917721876,11407.416526442299,3.488414517992814,High,Priority human follow-up,8296.276374198722
CUST1031,INV005755,10945.47,2026-02-11,2026-04-12,,Overdue,144,15,2,18,1,2,46,0,0,SMB,1518919,144.0,204,0.1333333333333333,86.67,10945.47,True,Critical,Small,80.54,0.041,30.38,58.0,54.52,5967.47,14560.63,0.1675382897989677,16.75,1833.7853248459069,91-180 Days,True,Critical,80,0.7850861471872266,3300.8135847226326,1.0093964749550057,Critical,Escalate to human recovery team,9111.684675154092
CUST0464,INV005756,6648.5,2025-10-10,2025-11-09,,Overdue,298,13,3,24,3,4,46,0,0,Mid-Market,2930304,298.0,328,0.2307692307692307,76.92,6648.5,True,Critical,Small,68.06,0.078,58.61,68.92,47.05,3128.12,12449.92,0.033663894082374766,3.37,223.81439980666863,180+ Days,True,Critical,100,0.0958201499643936,447.62879961333726,0.1368859285205623,Critical,Escalate to human recovery team,6424.685600193331
CUST0453,INV005757,11674.99,2026-04-18,2026-06-17,2026-06-17,Paid,0,9,4,4,0,2,85,0,1,SMB,857744,0.0,138,0.4444444444444444,55.56,0.0,False,Current,Small,75.38,0.023,17.15,13.33,55.8,6514.64,6514.64,0.9833130417636157,98.33,11480.169929459795,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,194.82007054020505
CUST0784,INV005758,5000.0,2026-02-20,2026-04-06,,Overdue,150,2,0,18,1,4,89,0,0,SMB,1111404,150.0,195,0.0,100.0,5000.0,True,Critical,Small,87.2,0.043,22.23,54.0,61.96,3098.0,7745.0,0.36613792383894356,36.61,1830.6896191947178,91-180 Days,True,High,80,0.7837608035989732,3295.241314550492,1.0076924617701086,High,Priority human follow-up,3169.310380805282
CUST0897,INV005759,43610.91,2026-08-23,2026-09-22,2026-10-01,Paid,0,23,4,14,0,2,45,1,1,SMB,3095529,9.0,11,0.1739130434782608,82.61,0.0,False,Current,Small,82.9,0.042,61.91,5.22,71.19,31046.61,31046.61,0.9482949438625552,94.83,41356.00545024495,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,2254.904549755054
CUST0371,INV005760,32680.17,2025-05-01,2025-05-16,,Overdue,475,2,1,18,1,2,43,0,0,SMB,4435724,475.0,490,0.5,50.0,32680.17,True,Critical,Small,62.2,0.043,88.71,69.0,34.21,11179.89,64284.37,0.055052495405580666,5.51,1799.124908778595,180+ Days,True,Critical,100,0.7702472169474076,3598.24981755719,1.1003531670677253,Critical,Escalate to human recovery team,30881.045091221404
CUST1573,INV005761,38581.54,2025-01-03,2025-02-02,2025-02-02,Paid,0,29,7,0,1,3,80,0,1,Mid-Market,3682403,0.0,608,0.2413793103448276,75.86,0.0,False,Current,Small,85.93,0.036,73.65,11.24,65.92,25432.95,25432.95,0.9966864896198949,99.67,38453.69966672956,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,127.84033327044017
CUST0487,INV005762,8481.1,2025-11-12,2025-12-27,,Overdue,250,29,8,11,0,2,50,0,0,SMB,2349899,250.0,295,0.2758620689655172,72.41,8481.1,True,Critical,Small,79.6,0.038,47.0,58.28,47.95,4066.69,14233.42,0.03720959325732096,3.72,315.5782813746648,180+ Days,True,Critical,100,0.13510640188006798,631.1565627493296,0.19300914554295429,Critical,Escalate to human recovery team,8165.521718625336
CUST1235,INV005763,6667.03,2026-04-05,2026-05-05,2026-05-11,Paid,0,11,3,6,1,3,80,0,1,Mid-Market,1469920,6.0,151,0.2727272727272727,72.73,0.0,False,Current,Small,80.76,0.036,29.4,12.18,64.19,4279.57,4279.57,0.9980452981642345,99.8,6653.9979442198955,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,13.032055780104201
CUST0165,INV005764,23237.31,2025-08-15,2025-09-14,,Overdue,354,28,6,15,2,0,21,0,0,SMB,1077557,354.0,384,0.2142857142857142,78.57,23237.31,True,Critical,Small,76.28,0.0,21.55,64.43,47.81,11109.76,50438.31,0.037113181725673516,3.71,862.4105088458105,180+ Days,True,Critical,100,0.36921799651790044,1724.821017691621,0.5274542807398579,Critical,Escalate to human recovery team,22374.899491154192
CUST1149,INV005765,23484.66,2025-03-20,2025-05-04,2025-05-22,Paid,0,3,1,19,0,7,33,0,1,Enterprise,533455,18.0,532,0.3333333333333333,66.67,0.0,False,Current,Small,71.94,0.171,10.67,10.0,64.92,15246.24,15246.24,0.9999824997168735,100.0,23484.249011800868,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.4109881991316797
CUST1361,INV005766,19010.19,2026-06-28,2026-07-28,2026-07-28,Paid,0,3,2,0,1,5,30,1,1,Enterprise,4479899,0.0,67,0.6666666666666666,33.33,0.0,False,Current,Small,64.66,0.139,89.6,24.0,44.38,8436.72,8436.72,0.9601858260496375,96.02,18253.31498851056,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,756.8750114894392
CUST0192,INV005767,16490.12,2025-03-12,2025-04-26,,Overdue,495,10,4,16,2,0,1,0,0,Enterprise,4402892,495.0,540,0.4,60.0,16490.12,True,Critical,Small,66.4,0.0,88.06,70.0,37.5,6183.8,36793.61,0.0561216969104456,5.61,925.4535166568771,180+ Days,True,Critical,100,0.396208174396897,1850.9070333137543,0.566011677709853,Critical,Escalate to human recovery team,15564.666483343122
CUST0730,INV005768,121877.99,2025-07-16,2025-08-30,,Overdue,369,24,3,27,1,4,69,0,0,SMB,1572534,369.0,414,0.125,87.5,121877.99,True,Critical,Medium,75.55,0.054,31.45,57.75,55.24,67325.4,315756.13,0.050806706404299386,5.08,6192.2192550761365,180+ Days,True,Critical,100,2.651033079847985,12384.438510152273,3.7871901140685504,Critical,Escalate to human recovery team,115685.77074492387
CUST0214,INV005769,33726.02,2025-02-27,2025-04-28,,Overdue,493,2,0,27,1,1,33,1,0,SMB,4357086,493.0,553,0.0,100.0,33726.02,True,Critical,Small,81.8,0.029,87.14,54.0,61.68,20802.21,123357.11,0.042285730681534545,4.23,1426.1293986800476,180+ Days,True,Critical,100,0.6105591640582235,2852.2587973600953,0.8722273772260338,Critical,Escalate to human recovery team,32299.89060131995
CUST0574,INV005770,158051.85,2026-02-28,2026-03-30,,Overdue,157,1,0,28,2,1,75,0,0,Mid-Market,2249391,157.0,187,0.0,100.0,158051.85,True,Critical,Medium,79.2,0.013,44.99,58.0,59.96,94767.89,243553.48,0.14703031494135227,14.7,23238.413282563368,91-180 Days,True,Critical,80,9.948905198205358,41829.14390861406,12.791449540549749,Critical,Escalate to human recovery team,134813.43671743665
CUST1352,INV005771,78351.86,2026-04-14,2026-06-13,,Overdue,82,6,3,20,1,5,72,1,1,Mid-Market,111753,82.0,142,0.5,50.0,78351.86,True,Severe,Medium,61.0,0.064,2.24,53.17,40.17,31473.94,57282.57,0.6902680585736483,69.03,54083.786287834286,61-90 Days,True,Medium,60,23.154526774054716,86534.05806053487,26.4623163132054,Medium,Send urgent payment reminder,24268.073712165715
CUST0957,INV005772,120966.74,2025-02-17,2025-03-19,2025-04-10,Paid,0,6,1,25,0,0,85,0,1,Mid-Market,692762,22.0,563,0.1666666666666666,83.33,0.0,False,Current,Medium,76.66,0.0,13.86,5.0,70.75,85583.97,85583.97,0.9961531035444416,99.62,120501.39347665355,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,465.34652334645216
CUST0381,INV005773,7521.62,2026-03-11,2026-04-10,2026-04-23,Paid,0,11,5,8,1,3,89,0,1,SMB,1570982,13.0,176,0.4545454545454545,54.55,0.0,False,Current,Small,70.47,0.032,31.42,17.64,54.01,4062.43,4062.43,0.9686584144749627,96.87,7285.8805034831685,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,235.73949651683142
CUST0673,INV005774,39861.69,2025-07-04,2025-08-03,2025-08-15,Paid,0,16,2,12,0,2,18,0,1,SMB,4581211,12.0,426,0.125,87.5,0.0,False,Current,Small,86.55,0.095,91.62,3.75,74.96,29880.32,29880.32,0.9996666666666667,99.97,39848.40277,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,13.287230000001728
CUST1602,INV005775,14303.14,2025-06-14,2025-07-14,2025-07-16,Paid,0,1,0,0,0,5,12,0,1,SMB,3895474,2.0,446,0.0,100.0,0.0,False,Current,Small,100.0,0.278,77.91,0.0,85.56,12237.77,12237.77,1.0,100.0,14303.14,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.0
CUST0798,INV005776,5000.0,2025-11-27,2026-01-26,2026-01-26,Paid,0,5,3,7,2,6,12,1,1,Mid-Market,4631025,0.0,280,0.6,40.0,0.0,False,Current,Small,61.8,0.316,92.62,26.0,50.22,2511.0,2511.0,0.9685692968820443,96.86,4842.846484410222,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,157.15351558977818
CUST0239,INV005777,98322.01,2025-11-26,2025-12-26,,Overdue,251,25,10,21,0,4,64,0,0,Mid-Market,2942371,251.0,281,0.4,60.0,98322.01,True,Critical,Medium,67.4,0.058,58.85,62.0,41.46,40764.31,143082.73,0.03159458540299647,3.16,3106.4431419392727,180+ Days,True,Critical,100,1.3299405577728796,6212.886283878545,1.8999150825326856,Critical,Escalate to human recovery team,95215.56685806072
CUST1556,INV005778,16420.86,2025-05-01,2025-06-30,,Overdue,430,26,8,17,2,7,29,1,0,SMB,3622401,430.0,490,0.3076923076923077,69.23,16420.86,True,Critical,Small,70.42,0.189,72.45,67.23,46.4,7619.28,40382.18,0.03061174579217168,3.06,502.6711920088403,180+ Days,True,Critical,100,0.21520522827250385,1005.3423840176806,0.3074360403892913,Critical,Escalate to human recovery team,15918.18880799116
CUST0700,INV005779,7668.67,2025-08-01,2025-08-31,,Overdue,368,27,5,0,0,5,78,0,0,SMB,3980010,368.0,398,0.1851851851851851,81.48,7668.67,True,Critical,Small,90.74,0.06,79.6,55.56,53.42,4096.6,19172.09,0.04893825558290606,4.89,375.2913324409642,180+ Days,True,Critical,100,0.16067094782950972,750.5826648819284,0.2295299254707282,Critical,Escalate to human recovery team,7293.378667559036
CUST1106,INV005780,14551.31,2026-05-22,2026-06-21,,Overdue,74,10,1,13,0,2,77,0,0,SMB,175355,74.0,104,0.1,90.0,14551.31,True,Severe,Small,87.2,0.025,3.51,33.83,64.16,9336.12,16244.85,0.45258097920060125,45.26,6585.646128451501,61-90 Days,True,High,60,2.8194682745424005,10537.033805522402,3.222249456619887,High,Send urgent payment reminder,7965.663871548499
CUST1387,INV005781,9934.57,2026-07-07,2026-08-06,,Overdue,28,21,7,7,0,2,19,0,1,Mid-Market,2006874,28.0,58,0.3333333333333333,66.67,9934.57,True,Mild,Small,79.14,0.091,40.14,21.67,59.24,5885.24,7533.11,0.590782721878352,59.08,5869.172305291019,1-30 Days,True,Low,20,2.512729167317387,7043.006766349223,2.1537678577006174,Low,Send payment reminder,4065.3976947089805
CUST0505,INV005782,11007.17,2025-06-17,2025-07-17,,Overdue,413,28,8,9,2,1,84,1,0,Mid-Market,3129042,413.0,443,0.2857142857142857,71.43,11007.17,True,Critical,Small,76.32,0.012,62.58,66.57,44.08,4851.96,24890.55,0.03149426945169216,3.15,346.6627778805824,180+ Days,True,Critical,100,0.14841439778800575,693.3255557611648,0.21202056826857962,Critical,Escalate to human recovery team,10660.507222119417
CUST0202,INV005783,17648.33,2026-06-30,2026-08-29,,Overdue,5,23,8,27,0,0,2,0,1,SMB,4282851,5.0,65,0.3478260869565217,65.22,17648.33,True,Mild,Small,66.41,0.0,85.66,12.52,59.97,10583.7,11112.89,0.7847486081934654,78.47,13849.502404438983,1-30 Days,True,Low,20,5.9292940868500486,16619.402885326777,5.082252074442899,Low,Send automated payment reminder,3798.827595561019
CUST0920,INV005784,124344.99,2026-03-03,2026-04-17,2026-04-17,Paid,0,6,1,1,1,3,12,1,1,SMB,4924196,0.0,184,0.1666666666666666,83.33,0.0,False,Current,Medium,89.06,0.188,98.48,9.0,73.11,90908.62,90908.62,0.9961220042720828,99.61,123862.78065999209,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,482.2093400079175
CUST1528,INV005785,11312.72,2025-08-09,2025-09-08,2025-09-14,Paid,0,11,2,3,0,1,44,0,1,SMB,234514,6.0,390,0.1818181818181818,81.82,0.0,False,Current,Small,89.11,0.022,4.69,5.45,70.35,7958.5,7958.5,0.9991165932292551,99.91,11302.726266556458,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,9.993733443541714
CUST1668,INV005786,115759.57,2025-01-10,2025-02-24,,Overdue,556,26,8,30,1,6,74,0,0,Enterprise,1479290,556.0,601,0.3076923076923077,69.23,115759.57,True,Critical,Medium,64.62,0.074,29.59,63.23,45.5,52670.6,345519.14,0.03834381729103903,3.83,4438.663801769243,180+ Days,True,Critical,100,1.9002952066285321,8877.327603538486,2.7147074380407608,Critical,Escalate to human recovery team,111320.90619823076
CUST0037,INV005787,51474.24,2025-04-30,2025-05-30,,Overdue,461,16,3,10,0,2,36,1,0,SMB,4496228,461.0,491,0.1875,81.25,51474.24,True,Critical,Medium,84.62,0.051,89.92,55.62,53.12,27343.12,153394.9,0.038093210866337796,3.81,1960.8190785044794,180+ Days,True,Critical,100,0.8394722516408221,3921.638157008959,1.1992460737726032,Critical,Escalate to human recovery team,49513.42092149552
CUST0644,INV005788,32737.34,2025-09-04,2025-09-19,,Overdue,349,20,5,22,0,7,17,0,0,SMB,2382214,349.0,364,0.25,75.0,32737.34,True,Critical,Small,74.3,0.28,47.64,57.5,54.22,17750.19,79698.35,0.02737687125452807,2.74,896.245942395712,180+ Days,True,Critical,100,0.38370373255482376,1792.491884791424,0.5481481893640341,Critical,Escalate to human recovery team,31841.09405760429
CUST1613,INV005789,46542.45,2025-12-26,2026-01-25,2026-02-08,Paid,0,13,3,14,1,2,7,0,1,Mid-Market,1528081,14.0,251,0.2307692307692307,76.92,0.0,False,Current,Small,78.06,0.2,30.56,10.92,69.79,32481.98,32481.98,0.9997020110774437,99.97,46528.58086547137,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,13.86913452862791
CUST1625,INV005790,22329.31,2025-08-09,2025-09-08,2025-09-15,Paid,0,12,4,13,0,0,18,1,1,SMB,1167374,7.0,390,0.3333333333333333,66.67,0.0,False,Current,Small,75.54,0.0,23.35,10.0,61.5,13732.53,13732.53,0.9993866347971404,99.94,22315.613978242138,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,13.696021757863491
CUST1997,INV005791,79702.01,2026-05-21,2026-07-20,2026-07-24,Paid,0,18,4,3,2,3,13,0,1,Enterprise,4825275,4.0,105,0.2222222222222222,77.78,0.0,False,Current,Medium,83.09,0.176,96.51,14.67,68.39,54508.2,54508.2,0.9825608418891437,98.26,78312.07404585695,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,1389.9359541430458
CUST1426,INV005792,38831.24,2025-02-27,2025-03-14,,Overdue,538,26,9,23,1,6,77,0,0,Enterprise,2198983,538.0,553,0.3461538461538461,65.38,38831.24,True,Critical,Small,66.89,0.071,43.98,64.38,43.31,16817.81,107297.63,0.04175302408618129,4.18,1621.3216990162864,180+ Days,True,Critical,100,0.6941255275552521,3242.643398032573,0.9916078965075033,Critical,Escalate to human recovery team,37209.918300983714
CUST0765,INV005793,5000.0,2026-04-05,2026-05-05,,Overdue,121,13,3,20,2,7,60,0,0,SMB,3705180,121.0,151,0.2307692307692307,76.92,5000.0,True,Critical,Small,72.46,0.103,74.1,64.92,48.95,2447.5,5408.98,0.26883993443648907,26.88,1344.1996721824453,91-180 Days,True,Critical,80,0.5754831426479688,2419.5594099284017,0.7399068976902459,Critical,Escalate to human recovery team,3655.8003278175547
CUST1880,INV005794,29621.39,2025-05-08,2025-05-23,2025-05-30,Paid,0,5,0,8,2,5,12,0,1,Mid-Market,2964611,7.0,483,0.0,100.0,0.0,False,Current,Small,91.2,0.278,59.29,8.0,82.76,24514.66,24514.66,1.0,100.0,29621.39,Current,False,Current,0,0.0,0.0,0.0,Monitor,Monitor and schedule follow-up,0.0
CUST0706,INV005795,48241.41,2025-03-27,2025-04-26,,Overdue,495,28,4,12,1,0,79,0,0,Enterprise,1617343,495.0,525,0.1428571428571428,85.71,48241.41,True,Critical,Small,83.66,0.0,32.35,58.29,53.17,25649.96,152617.26,0.04499449990044731,4.5,2170.598117442438,180+ Days,True,Critical,100,0.9292835371871715,4341.196234884876,1.3275479102673882,Critical,Escalate to human recovery team,46070.811882557566
